5000 8000
3471 1578 118
1316 4694 129
152 460 147
3671 3322 101
4364 4466 39
586 2093 103
4042 4079 107
1016 2018 17
2570 365 148
500 3164 63
2219 2400 96
3015 379 62
333 2026 198
2464 2664 157
1753 1841 137
1725 60 83
2308 1870 8
4797 3891 67
4768 3862 1
3270 2954 103
2288 376 38
3883 4380 108
4125 2902 6
4442 787 164
3357 4893 119
2057 4479 185
4878 4214 84
3435 911 172
2392 4975 39
1573 3715 22
2357 2698 71
856 78 77
4072 1051 1
3925 2964 154
2100 446 159
3058 121 171
3715 1521 177
3016 3536 81
2521 1809 200
4143 4271 153
2951 3722 141
2599 4278 190
3423 233 188
3507 525 28
4573 4231 96
481 1441 143
3320 3992 77
3776 797 84
2411 2390 135
3029 2531 6
3423 3909 71
862 4603 96
4694 2172 62
3732 4170 168
1639 3625 145
3360 4965 105
1955 945 180
4269 3009 4
1387 4270 110
3357 4001 54
2273 3805 24
3513 2048 95
4048 2833 120
2572 186 151
4424 192 154
1307 485 81
1487 3462 10
2555 4270 93
2451 3024 102
1373 4458 9
2038 3911 143
1046 4214 71
3450 395 61
2055 2181 171
4517 4711 81
4705 4772 149
4203 3716 196
3118 4979 63
4500 2784 127
4987 4951 7
3576 3192 33
1651 87 140
2572 4662 94
4547 237 117
1493 708 60
87 319 63
1153 1122 154
890 3663 189
1300 1363 14
1167 1178 47
136 1207 32
1339 4649 13
1707 352 49
3228 1933 93
3013 1204 127
872 4021 16
35 4364 154
4636 4372 181
1584 1126 150
2405 4535 58
4550 3714 66
2962 1258 81
4043 830 70
4414 4708 153
4903 4843 190
2743 2144 154
2650 843 133
972 4690 27
3581 3162 197
616 4037 96
3037 2368 147
4101 2146 118
1127 1438 138
577 3619 194
3443 972 42
2540 205 45
4829 3869 121
2236 4611 74
3830 2011 95
2786 4000 187
3510 4022 91
3023 963 200
2320 1069 174
1112 3384 176
527 2682 118
528 3128 90
1572 377 118
757 1799 195
2277 2365 4
1393 2946 64
1621 4604 51
3353 3355 188
1494 434 189
475 4887 20
442 2563 163
2487 3677 20
2675 2905 21
4798 3762 134
2081 3529 193
1314 1075 193
3421 1970 200
1597 2545 5
3652 4345 137
3033 1112 188
3524 4182 95
4313 606 165
4732 1139 90
39 246 141
3221 2623 128
2356 287 41
791 1496 59
1096 2053 132
959 2239 85
2944 3755 25
4043 3555 139
2537 3764 43
467 12 105
1270 2045 23
602 1197 184
4758 3511 111
1454 4227 30
1323 2486 113
3202 3168 30
2882 23 14
1723 1967 114
1 3547 135
1379 4410 101
3426 1835 87
4815 2498 66
2713 2929 60
3232 2723 150
3511 2542 77
4642 4239 159
1331 4633 168
1167 2542 196
348 3579 186
1962 4303 73
1119 4230 82
4855 3334 165
843 3340 43
1260 4515 33
1788 4694 168
3142 3104 92
4337 3476 137
396 9 103
1674 2249 179
1081 1231 88
993 1763 143
3531 4338 68
545 2884 46
2937 4535 191
2622 542 27
922 3014 200
4507 2121 46
4843 1182 40
4899 2803 62
1408 4904 14
1052 42 107
4064 4617 147
1980 472 98
1905 1137 64
4540 787 183
1028 1341 25
3471 2042 130
3795 200 185
2469 1324 46
2899 4143 182
2834 1292 152
960 4331 144
3096 3037 8
802 793 106
349 1052 155
3585 4600 22
3567 3887 105
1771 1960 141
2571 728 129
1905 2981 162
4821 1010 12
2565 2574 91
3376 755 130
1185 4713 122
2205 2774 1
1127 4693 141
476 1850 181
1825 2815 25
3570 211 58
2650 3181 64
3538 799 194
1406 2634 107
528 3551 175
3521 650 121
2543 1237 147
2972 3174 188
3474 73 23
966 765 139
4145 1564 188
4223 3332 45
2564 4335 1
1605 1260 84
4961 1708 65
4110 4173 83
2378 886 155
3250 3583 72
4017 1672 139
4752 2806 51
12 40 2
583 1586 131
4434 4314 98
1571 3943 63
1956 2645 178
2976 2714 119
2213 1457 68
971 3712 183
1089 2444 192
780 1441 151
2277 4195 193
4377 4496 169
2950 721 144
3390 3597 61
387 2176 89
411 60 174
4922 3685 61
4690 2286 65
2704 46 95
4992 2810 41
3007 3200 76
2543 1372 99
2870 2977 25
1969 4649 140
1504 1980 168
13 2592 191
1756 797 82
2595 4 99
2937 3156 35
129 3675 132
883 1514 89
2726 1195 135
1561 4664 168
3786 2648 141
1619 4686 85
1377 1573 103
2545 4515 100
3945 3395 137
4061 1225 163
4379 4373 124
295 2703 95
4418 2055 155
4594 4167 58
4015 1680 110
2008 4838 120
2691 3017 198
3624 1547 117
1532 235 76
3888 2371 148
687 3635 74
52 1474 48
692 4272 123
2657 4281 152
999 3599 67
1846 3700 32
1459 2059 106
253 4427 125
3914 2101 176
139 2405 170
3702 979 92
3716 1288 125
1201 3969 119
114 3867 34
4528 351 36
1582 107 131
646 1701 92
3944 507 144
2670 2072 153
2291 2012 26
4958 1744 184
363 60 184
1620 1667 61
2086 4382 145
3512 1883 17
1305 4389 79
1727 2058 178
4252 1603 38
4672 2198 53
622 577 2
2008 3622 182
890 3919 15
3306 1925 115
1121 3641 81
494 527 98
3204 1650 88
1282 834 163
332 3807 56
2119 4720 196
2305 4887 160
4143 1861 147
2387 3428 13
2159 2765 127
58 1245 18
4012 796 141
4786 2528 17
1559 4844 149
4681 4527 54
3265 2777 33
1067 276 183
2803 1344 179
1568 4518 37
3549 4230 145
1907 2970 97
1163 3536 159
2766 3450 10
1481 2411 15
3152 3873 131
471 2970 158
151 1971 26
2478 545 43
3217 2141 181
716 2033 38
1127 3450 9
4769 4371 94
2444 1390 169
3377 4209 21
864 1988 81
1168 2783 183
1457 126 167
1820 2455 125
803 4983 131
2244 4639 199
3653 3984 140
38 3060 1
2454 2269 62
467 4093 124
1944 302 95
4450 3342 120
627 2717 60
4085 2015 83
293 3824 87
3423 3739 98
4106 1676 189
3933 1995 106
3172 4980 129
2149 3116 107
3851 3694 20
3679 4872 73
2914 1454 27
1847 4773 56
1607 3784 106
3497 3683 22
539 1502 189
511 629 107
2038 1266 106
3526 1134 69
4364 2057 47
1047 905 142
355 3755 6
2810 2833 23
4310 822 21
2795 3220 73
4808 1763 133
3457 2696 67
2087 1630 171
1524 2326 87
273 3027 59
1300 3031 128
230 480 189
95 1599 158
1485 1036 162
3692 3163 99
2786 4942 42
4883 3589 113
3212 17 93
4861 2686 162
4111 1216 53
3772 1776 18
1528 3352 44
3848 1811 139
1062 390 120
1067 1578 88
2234 3607 181
2284 1878 18
1892 176 110
3971 4817 47
2045 3444 58
2931 4012 191
4399 417 37
707 2786 195
3891 556 166
3762 2988 75
1116 357 15
3831 250 60
4814 3155 87
313 923 163
1052 4337 43
263 4939 200
2856 4483 175
2984 3515 15
1785 1861 114
4953 957 147
2014 3161 124
1483 1105 17
983 2916 154
2731 4563 111
824 3265 96
1321 915 187
2856 131 121
4975 3093 78
2672 379 5
3256 2767 39
468 3850 81
4129 313 34
2775 4637 169
201 469 127
2599 4643 199
3771 4768 6
3688 3437 93
4192 3590 189
568 4403 122
2740 1839 83
2421 1409 19
2483 3795 99
373 4652 38
4668 2770 161
2718 2860 68
4288 3895 86
925 974 69
406 4693 194
2300 3280 97
272 3684 162
4033 2906 184
1581 2463 18
3130 2985 118
4212 2540 175
4431 2529 68
4444 1774 80
4801 3569 148
4504 4994 15
4257 1555 173
2538 2759 113
3062 41 123
4430 4138 30
3726 1671 152
4454 912 121
3646 4407 50
1282 2649 133
1992 787 46
3372 3171 131
3096 4710 188
3501 2529 59
440 299 165
4509 3610 89
2616 4842 95
2277 4824 86
1794 1304 148
2528 508 53
1758 1334 190
1750 488 197
4158 2238 32
1343 2723 60
2813 2709 63
3709 651 159
247 4806 42
2735 1692 74
4832 1938 146
497 2210 137
2560 2569 110
2783 1429 46
966 3479 102
4381 1365 167
450 784 153
1980 3924 175
3458 4942 71
3757 4422 95
2859 2280 138
4705 941 165
2333 3527 72
3227 4334 65
3988 4755 117
2217 492 191
877 4748 109
1515 2411 185
4473 1565 80
3215 2692 174
4668 4381 110
1615 4012 184
3263 4394 80
4770 4429 177
3547 1165 116
4142 70 61
3918 2575 74
2453 4432 65
2276 2178 26
3428 4044 56
1147 987 20
2244 2746 129
644 3102 168
730 4350 54
629 716 14
3345 2144 147
899 92 156
134 102 37
2094 2284 122
4465 1019 152
4112 2203 96
1128 2945 85
42 1281 168
650 309 58
4795 2626 193
3345 3985 92
3379 803 65
4242 4856 174
3385 2589 70
1711 3989 107
3316 894 28
3145 651 177
631 4481 190
3851 1241 155
2236 3407 50
177 4069 197
985 4622 33
444 1821 36
2743 1355 183
1362 4036 196
1033 2180 121
3470 1506 172
3667 2000 197
1226 687 147
262 1892 56
3271 4213 124
4722 2430 51
1027 4564 55
955 1755 76
4215 2873 121
4479 4434 84
3453 3174 153
4154 2279 117
959 4380 90
1911 773 47
960 3535 151
4873 3952 13
1089 2883 170
2518 4943 102
4328 2825 32
3316 37 38
220 376 26
2218 4394 128
1188 4720 126
737 4476 89
2802 3503 141
2694 436 106
4876 4733 98
2062 1514 176
757 59 44
4522 3350 72
978 834 6
1521 157 113
2037 2893 190
392 4566 72
2195 676 161
2313 4872 188
4416 2319 14
1818 1724 200
1740 3924 151
2058 4970 71
2122 3957 19
4316 115 66
1758 916 138
2979 248 126
4416 3355 152
999 2717 52
2737 2339 200
717 769 143
4441 4401 159
1475 4258 68
3919 2391 104
4599 801 5
4197 1750 45
3796 2259 143
2686 4332 171
977 130 24
3672 364 44
1733 1345 187
3214 3668 126
4116 2707 72
796 273 163
3046 3154 2
4350 199 196
887 4874 58
1660 3805 163
998 4561 7
4307 70 119
3748 3434 162
196 789 113
684 1434 149
4219 4485 95
678 2350 72
2492 514 126
3 1106 22
2079 3266 60
2045 1212 18
2186 4046 9
2223 3653 140
2878 2981 131
4573 296 125
374 4525 119
3984 590 96
3736 3017 44
448 974 90
4183 1813 24
3329 2718 125
3044 335 144
1387 4495 137
350 429 166
2372 1848 124
2912 2970 81
4352 3871 3
2527 1292 105
1003 973 77
1025 4572 123
1762 367 13
3254 1246 139
834 4661 61
1616 3101 44
4413 2520 37
1853 3167 146
1609 1911 35
2445 3433 162
278 2195 191
3702 3401 143
225 412 91
2413 3495 37
2402 2114 200
4901 2388 46
4344 3528 161
154 4718 36
1340 3772 154
3112 3565 155
4344 4509 16
1032 2343 146
2851 1138 199
3744 4478 17
4308 3529 198
1798 2936 101
2414 2863 60
1180 123 130
3706 1623 6
3902 2016 98
262 980 3
394 4317 113
479 3564 169
1404 2033 39
1336 4125 179
2193 4413 113
4091 980 12
4981 4477 77
3549 3476 181
3577 2058 46
3455 4574 77
71 185 19
3985 3075 74
2138 3693 106
1259 1781 93
2023 4973 5
4365 3944 9
1881 4707 183
3149 2851 29
1565 800 18
2275 2816 87
1917 801 115
4234 3122 25
2192 4847 49
1627 1109 54
990 296 15
2874 4379 198
29 2986 167
184 744 78
111 3101 191
2895 3796 128
4250 415 123
3766 2606 62
644 4841 15
473 4468 97
826 599 195
1730 1859 130
3614 2394 75
488 4701 109
1251 3018 56
3908 1854 14
1778 4290 44
4968 2208 23
2861 2242 135
4710 4472 17
1032 4040 39
4070 4541 116
4560 3614 133
3900 2000 104
328 1099 99
4200 3144 86
767 4420 49
1368 637 19
3852 4627 157
1211 1772 148
4327 982 21
1240 4996 49
3279 2479 80
4759 1486 15
3858 4513 147
4361 734 155
2654 4546 169
26 469 79
3046 2568 75
1484 2517 113
2799 3309 104
2500 4522 90
402 3993 132
359 4068 28
2527 4505 153
975 4062 101
2070 2889 195
783 2886 62
1165 2651 58
1835 60 159
290 4490 4
823 4901 62
4652 1084 166
1749 4857 125
4698 3066 113
298 1635 46
3126 4220 92
4147 1181 92
4739 4663 136
1156 3448 105
2872 4371 176
3678 839 137
2626 2589 52
1264 4974 94
1379 4090 3
879 1234 161
115 3905 146
4279 3877 93
2464 1540 46
2850 1843 96
2754 1914 83
502 4816 3
1533 4324 191
1180 1480 147
407 277 91
251 231 122
2633 1189 33
1025 3975 112
4076 2516 51
1437 3191 108
3457 2658 84
2855 3801 42
3762 2457 38
1369 4977 100
1433 728 32
3820 4721 142
2189 1549 106
3337 4123 152
846 697 8
1302 1982 175
3149 379 39
4335 140 28
3983 2736 50
1935 3768 80
603 1217 85
3088 509 199
126 3993 77
2149 3231 36
2677 4078 151
3949 4955 127
2854 3924 11
3614 1818 115
2987 2688 127
2685 415 140
4570 1884 139
538 4742 159
2734 2443 38
2101 3744 12
683 1504 173
4506 4858 200
957 3547 131
841 357 197
1602 3854 176
1545 2492 54
3764 290 183
1219 2608 173
942 2742 145
4738 2122 139
1417 2418 16
1717 1761 162
2434 2178 97
2642 4877 157
2473 2051 183
3955 2359 33
1843 1551 39
792 2935 27
2139 578 42
1213 3881 108
1809 4718 99
1274 1914 92
1001 2725 125
4758 762 195
1743 1988 16
1999 4396 133
2722 3852 80
2065 96 73
2278 3998 61
2056 144 8
4653 2302 167
2890 1946 24
2611 601 79
3918 2949 86
153 2870 86
4228 3492 71
3928 3471 32
2679 2451 92
2547 3918 90
983 3810 141
4695 4758 63
1638 554 91
3278 2066 42
4970 3572 195
2292 448 84
4518 3566 193
3747 3798 152
1780 2669 174
451 1274 60
4445 2531 54
3055 3405 174
601 2680 155
3659 414 32
2578 4355 74
422 4264 195
4455 904 190
2662 4892 149
1090 2629 172
4095 1467 37
1404 1760 123
3354 843 137
2567 3014 63
218 4085 48
755 2390 133
2475 1119 184
800 5000 38
2853 1165 188
4088 896 19
4010 4705 68
3086 4910 185
1097 4563 83
2892 3520 128
3690 4698 75
1475 981 30
3982 364 11
480 3078 71
4088 2386 175
4901 2833 71
3709 202 1
4872 4832 57
861 194 170
1255 4443 38
3336 692 18
752 3744 70
1162 4193 27
3095 2471 127
2701 4962 157
4300 4143 186
296 4022 195
1011 947 83
573 3608 58
4885 2784 78
1110 21 47
2295 3741 19
3952 1982 158
38 3142 55
1535 2024 193
25 3095 19
1234 2419 60
2157 3244 33
1169 3843 195
4767 1212 82
4835 3822 146
2793 270 71
3991 340 178
3683 656 97
269 2756 31
3244 1057 99
406 1653 181
3594 2047 169
4266 3269 50
2078 2184 114
1902 136 51
4791 4822 151
3291 970 51
3081 2325 180
4842 1378 38
1122 4415 24
907 4222 168
3006 2280 100
453 4228 147
3708 3303 35
2363 3167 21
831 1912 174
2431 1655 138
3670 4538 104
4820 1787 84
766 1397 134
3771 4269 7
4799 1674 137
3979 124 8
2029 3380 55
3484 4872 83
2759 165 73
894 4744 156
2379 3497 43
373 3369 144
1964 988 52
3438 285 161
1992 4492 129
2434 4586 106
1510 1956 46
852 1100 113
3337 2962 66
284 3740 194
2253 3251 100
100 1978 5
908 3378 200
925 3340 174
947 2762 34
2670 3237 27
3313 3354 112
1865 3702 74
1645 1515 24
1494 4280 132
3527 2743 102
832 4244 193
3501 2900 43
4846 363 84
1937 112 102
2709 4688 158
1005 1290 137
3154 324 148
658 2154 113
4652 3345 101
3838 2368 44
4237 67 50
2483 2372 165
952 215 149
3706 4292 42
3186 4333 83
1753 4466 187
197 4507 1
153 535 39
2379 3179 174
4737 1156 6
2232 1093 148
554 2970 142
3086 196 153
3730 1492 118
469 2393 60
141 413 169
2309 4783 172
693 2353 99
3208 2841 49
4011 1627 137
2327 3360 18
1549 4141 160
2020 448 20
4801 4772 140
2196 1226 79
2047 2433 26
1099 2191 9
2643 3561 147
2568 3518 103
507 3066 9
470 3981 55
1491 1295 38
1479 4704 89
4565 468 159
821 4110 37
3670 3606 94
2071 119 100
4412 947 29
492 2285 86
4332 4870 8
2184 2708 85
3351 3711 149
101 2800 165
1257 2891 3
4981 4395 179
3464 3214 23
4636 1894 200
4839 3504 32
4657 4899 10
3762 4586 168
458 3055 92
486 2673 18
4792 1404 34
4460 2156 119
2486 4807 107
3317 3738 13
3939 116 72
653 98 22
4078 786 189
3022 3887 165
236 2555 122
4915 4925 180
4194 4525 82
3667 1328 27
1282 1559 89
590 3128 47
727 40 77
1286 2872 33
1728 2703 52
971 3657 47
964 416 171
1914 45 78
3212 62 198
3063 3264 173
3016 2402 100
3141 4277 40
4686 3360 67
4897 4240 12
2265 2301 158
106 3851 123
3743 416 103
1620 4593 142
3024 2237 114
2044 666 177
4288 4108 41
3295 1801 97
836 1121 25
4951 2253 115
1473 1461 133
198 3842 13
3246 1913 108
4816 549 8
3324 3112 166
672 2724 98
4469 1622 93
2832 2099 75
2037 1611 185
1505 3127 38
1454 2416 196
2577 942 39
1845 3476 116
3734 3268 109
4034 4884 4
324 3800 164
4603 1983 93
2714 2593 65
1645 342 72
4899 177 149
2670 3285 177
423 4827 145
3904 3224 196
1060 2734 130
3237 1328 141
4786 1045 141
3636 722 18
2903 456 122
254 356 145
2272 4188 89
2336 4318 160
2192 456 109
2242 4635 39
1945 4178 46
4041 1728 94
872 3635 163
1275 2334 138
3824 1944 64
4637 2845 115
4824 1141 62
208 4392 18
3758 3162 53
1610 4916 76
4176 3982 38
4378 4923 168
4384 2185 187
2371 3633 178
1998 847 162
4891 2894 197
3281 171 54
4417 12 175
2663 2362 164
4791 4010 105
2490 4388 51
3887 1631 95
2322 3347 190
2819 2605 15
3500 335 195
2316 299 200
898 1061 97
2291 2676 132
1013 3778 191
1443 2260 88
4543 56 155
425 536 36
726 3413 73
1699 1800 107
1120 3419 44
2133 3374 173
2676 4915 73
2015 3330 157
1088 1290 140
1256 1492 72
1830 3931 59
570 1034 169
1543 342 141
914 828 101
4901 4660 130
3731 4145 115
2058 3536 22
2507 2967 30
469 207 146
2598 4420 150
33 1711 10
1458 2898 2
2434 1159 98
1043 3459 159
3283 3521 92
4788 4411 80
3893 195 179
1261 2093 192
4198 252 110
1582 4482 181
1316 4525 157
3336 3647 170
4102 855 154
3378 422 43
2027 4153 98
2878 3942 15
2470 4460 59
3372 2536 98
702 331 64
932 2827 139
2091 1138 85
2909 783 76
4305 3604 86
3777 1678 39
3184 4382 109
2245 177 156
2714 1445 124
4356 4329 127
2828 2194 66
4863 3146 141
4736 34 63
1225 491 63
2653 2027 125
1119 210 147
3134 552 17
4450 692 197
3081 2873 59
3763 4477 157
2518 3977 8
1636 3880 14
1291 3295 59
23 1994 77
2401 4415 79
1000 2399 149
4684 389 193
274 895 21
3644 275 31
4970 348 57
4197 1194 130
4804 4722 95
1246 1102 198
1744 2106 19
1836 1163 153
1527 1120 129
447 731 86
1216 4311 88
1435 2772 66
1574 85 84
1797 3566 157
2762 1471 71
3953 3097 115
4835 3852 2
3217 2002 123
569 2021 197
1211 4139 5
2021 4545 167
4493 1277 108
1334 3011 177
2608 2008 36
3927 3825 125
4565 1277 169
64 536 29
3350 1349 113
1188 97 126
1611 1956 31
3462 165 161
3700 4424 116
4137 4235 9
701 442 27
1291 1247 57
2022 1464 82
2778 3103 70
4832 138 74
2478 1840 154
2544 3937 136
3334 4071 200
2013 2815 140
285 1270 145
4227 2291 91
1340 587 161
4758 4786 130
2677 4301 168
4588 3665 155
170 3361 186
2199 4771 141
2428 1313 37
139 4495 82
119 3673 137
4926 4529 68
4939 4513 178
819 3219 22
904 4240 141
815 752 30
4555 3117 179
937 1295 55
89 3488 11
4760 802 104
2172 2954 124
3100 1070 68
573 1657 76
3781 4597 188
4880 3057 113
1883 9 119
1426 4338 9
2771 2586 177
1844 3737 170
4910 102 14
307 3350 80
1601 562 124
3816 3132 117
2161 1142 137
3917 1272 169
2760 2446 108
4670 120 152
778 3574 97
3722 2198 78
3446 4206 2
4014 4596 54
2149 3972 6
2441 1330 197
1016 1277 46
2743 209 186
4200 2736 89
2706 1935 27
3831 2934 34
2726 2398 194
2883 329 172
233 2621 20
5000 2662 19
4547 636 121
545 4749 9
3954 2059 72
4432 3682 22
4002 3188 67
507 1186 69
1393 1883 142
1374 1970 37
4670 4222 60
369 527 194
1948 2290 168
304 2879 190
1143 4440 9
1602 1334 136
4262 4525 99
2600 407 151
2962 3945 119
2284 4217 200
4766 2886 114
1149 1663 69
825 3559 24
2012 2642 54
813 4725 12
1176 356 32
256 2402 161
3712 2439 190
1109 1190 25
2894 2076 146
4296 1060 198
3621 2855 190
4053 4477 100
357 3171 86
4132 1417 53
4789 3869 95
1862 4789 75
3795 281 152
2987 4552 83
965 1511 10
783 15 120
3576 4315 8
3269 2910 183
2030 339 14
4830 2917 32
3145 864 158
2876 790 121
1819 2799 200
4685 1656 66
4632 307 43
4912 1515 137
3152 2521 59
1510 4398 23
267 4637 132
796 4992 110
4952 3832 194
3191 2533 73
3959 4015 83
4383 586 159
2205 4910 142
4104 565 28
443 1699 174
4707 1544 160
4197 1971 117
3051 1451 168
4629 3856 178
453 1188 156
954 374 112
720 782 72
4398 1359 182
1148 1643 140
671 3837 118
1226 4802 115
4740 1434 70
2522 4588 41
2255 3513 17
4226 1397 6
279 235 118
3732 3080 109
2119 4096 23
1344 4363 88
1841 4914 170
486 1944 193
1921 263 165
2006 3396 124
3132 220 22
2383 3186 16
2778 591 85
2449 4548 65
202 1585 165
1733 4745 53
2958 392 6
4084 2978 115
399 2930 170
4950 3960 174
2635 620 197
84 1270 26
722 1099 4
1258 3730 81
1227 1737 80
2173 3288 184
1585 2675 88
4367 2353 67
3064 1734 57
3449 608 183
704 4872 43
4883 778 163
238 314 92
1204 3138 15
413 2987 146
1095 2712 184
1248 2011 149
4281 1047 50
1554 2692 9
1506 2578 182
3435 4015 87
2648 1538 104
877 2753 198
2956 1324 60
4600 4659 129
778 4580 83
2198 3113 100
2996 1124 138
2281 3840 140
2963 3776 172
4502 2654 76
2594 4340 25
239 1939 31
4072 1078 55
2122 2193 141
2696 141 72
3493 2114 119
1119 958 120
426 500 63
1160 2814 132
1772 1911 34
2386 1131 185
3703 1511 41
1284 952 121
4022 3249 162
3261 466 15
3491 514 76
4146 2994 51
3695 510 168
1498 2761 195
48 3225 148
4641 2284 16
4950 3301 117
1457 4638 115
33 3137 10
1967 3740 192
1806 4989 82
3155 3772 185
571 12 81
4835 3208 11
624 2650 77
4296 2192 20
2586 3068 154
4184 3799 125
767 4568 117
4599 2118 162
2516 4062 156
1129 4012 200
2919 1663 66
4250 3072 28
575 176 73
3115 4640 22
4254 2503 185
939 1059 165
2613 4025 167
77 898 14
4693 2857 192
4088 3627 110
4983 1528 136
1833 3451 193
3423 3199 16
105 1207 83
1198 3205 157
2178 1573 136
4095 3778 113
580 3959 7
2217 1306 92
3238 4846 42
1145 2240 79
3420 3871 24
535 62 166
186 1096 133
3047 1950 196
4916 439 30
3700 3466 172
4564 4459 95
4282 2857 167
4796 1865 175
605 953 40
3203 3752 141
664 2340 144
1498 255 16
4411 2841 193
1486 1439 19
3298 2744 189
3461 3059 92
4487 881 11
4258 1799 160
1647 2041 13
216 4334 95
3591 2526 190
1403 4373 65
4940 1878 63
4400 436 176
382 4384 68
4509 2786 106
4770 2471 190
2926 3452 190
2593 791 113
1668 2143 183
289 2133 75
2862 2843 136
3494 4016 92
3388 4692 200
2063 2383 112
2610 3323 111
2708 2349 8
4708 3626 33
3219 904 24
1333 2646 65
3411 4086 185
4427 598 103
670 4113 199
2779 1044 71
4491 1494 127
1144 3652 195
2908 2590 47
258 244 181
1795 4510 21
917 2817 47
4433 560 110
4080 1254 39
4801 4775 197
3765 4717 41
173 3948 82
4100 4435 163
2630 3546 33
3723 2561 6
4977 1924 72
2061 3947 91
1746 1183 41
2447 937 188
1566 982 92
2431 4128 162
4026 2515 177
3090 840 72
1217 120 26
3675 4356 45
867 4993 30
3553 4036 75
270 4603 164
4392 4515 161
4506 2420 142
1358 2243 164
3108 1714 86
4194 4386 93
3889 49 179
782 4250 180
1787 2175 9
389 2052 175
3379 2903 112
990 3799 158
1914 1973 85
2240 2458 95
3048 4893 73
480 4656 98
3803 722 135
3643 4395 35
3409 4093 75
1751 4649 59
4832 3297 149
3534 4396 105
734 1832 116
2988 2723 142
1098 3229 26
292 4947 143
3181 188 29
1224 910 181
2134 3741 101
3432 1059 66
4271 4148 158
3127 4310 42
3637 2806 75
878 3393 131
4897 2144 162
1466 1284 170
4607 4309 34
3547 4256 18
2495 4360 98
3528 3923 173
3690 1137 147
921 4085 184
3871 62 33
1974 4351 170
4096 1009 131
4959 1489 182
1501 639 20
1624 109 155
1049 280 9
3774 1458 101
1580 3807 31
715 3611 117
3279 4963 182
4233 1673 166
64 3937 87
3168 4365 176
730 2857 150
3710 3784 199
915 4731 4
3874 4424 123
2415 4164 28
2563 3094 94
795 1653 10
3808 1816 170
4221 1356 118
3604 573 55
4527 137 124
3527 3165 11
550 4436 198
1075 1103 66
3146 1317 157
958 2384 115
4036 4633 122
171 512 166
4171 1604 7
1357 4613 69
3229 4327 38
3353 1511 130
947 4398 159
4037 4637 5
3680 2065 36
3027 989 143
1194 4472 51
1156 1073 147
3038 3890 143
4821 4475 185
3656 3548 179
1329 1659 142
1181 4196 8
159 3817 155
490 1530 151
4256 1566 148
3614 1124 78
2796 392 137
613 3182 190
905 4526 176
2607 1345 170
3267 1172 13
1470 4121 118
3955 2067 150
2857 1115 175
3209 4678 30
4695 1212 78
2150 2685 195
3521 1680 98
1790 4428 122
4128 2806 110
2122 4048 35
3544 1125 78
2971 691 162
3770 632 152
1768 1414 101
2650 2546 127
1959 3143 105
3081 3798 76
3480 1977 65
1846 4011 113
998 1033 47
2041 2602 189
3796 4013 6
3137 477 76
2423 556 146
1680 2512 38
4248 3195 77
28 2796 161
4164 1359 25
4312 1663 13
664 4904 79
2716 4559 54
1576 103 191
1883 3276 171
4157 3344 14
364 2999 142
1799 565 136
4625 3819 162
1761 739 142
797 1079 25
3573 3022 148
870 4905 30
584 325 139
4785 3584 171
3044 3989 42
3534 1584 151
3438 3739 67
552 2985 69
4065 3093 150
2622 1407 68
1097 344 84
4551 3855 36
3497 903 4
3399 1023 180
3562 1061 73
1090 4201 19
1923 2520 180
1502 2250 132
3374 4152 147
1379 4868 137
558 3345 126
1197 1739 24
3750 3600 148
3473 3436 49
442 3163 158
1682 1709 174
963 4659 136
4701 2076 147
1060 1658 196
1496 3045 105
623 3367 80
1006 566 144
2769 4282 140
3185 3827 26
1617 2299 23
4422 3573 146
1957 521 96
3046 3016 66
3113 430 189
1882 747 29
3534 4483 29
4771 4447 17
1580 4330 133
4275 1889 117
3624 1322 103
112 1706 56
1994 4747 117
2085 2023 17
3072 3334 85
3335 4539 68
2739 2513 153
2206 4283 65
2775 248 59
4245 3572 10
4985 3706 174
1886 3371 72
1129 1032 136
4876 2350 177
3685 994 63
912 4455 113
1608 1030 58
3089 2097 38
3905 3024 123
28 47 122
3319 62 152
52 4362 166
4320 4882 31
961 195 64
4294 4527 71
4909 4426 15
1181 4076 151
4023 2052 4
3749 1058 124
985 896 84
1393 1653 112
2254 358 90
2621 4372 10
3761 4219 37
1071 2203 27
362 2452 27
3040 1834 142
3302 514 195
4288 4038 8
3706 1813 199
2258 1469 173
2245 2216 56
3455 4180 172
4537 3474 159
3574 95 12
846 1909 102
679 4184 139
3118 1504 100
3893 1537 169
2079 3553 44
861 4772 134
2972 2586 152
491 4868 99
4654 2759 63
2 1661 28
262 4432 116
3725 2714 152
780 3563 176
1299 4793 39
266 2857 10
3569 2623 142
2252 3024 59
2081 1108 14
4236 3973 16
1594 1455 81
3692 3776 6
2417 2058 155
1358 4573 54
3106 2888 79
2029 689 2
4246 3528 114
2798 1663 157
3666 3796 57
3741 1629 12
1759 3301 176
2426 937 40
373 2534 154
897 3850 71
1558 2998 80
2971 4765 133
2578 2449 52
2400 2945 74
1421 4783 13
4085 423 3
2997 1866 5
39 993 83
4072 4107 140
1859 52 180
4348 3592 159
2810 757 52
2484 4573 125
2590 740 189
305 3591 12
4520 663 31
2169 309 53
943 2347 21
2034 1659 120
1845 2229 92
3129 447 101
1102 166 75
73 1211 142
4133 2859 168
724 2823 81
3610 4180 7
1240 2379 65
3112 2209 128
4675 1486 121
2424 2414 139
3597 4158 25
90 4735 51
4541 1559 71
